freq,c_resid,unit,nace_r2,geo\TIME_PERIOD	2020 	2021 	2022 	2023 	2024 
A,DOM,NR,I551-I553,PL92	739196 	915726 	1306694 	1284864 	1367034 
A,DOM,NR,I551-I553,PL921	143041 	176902 	314163 	286362 	312657 
A,DOM,NR,I551-I553,PL922	96867 	108805 	138307 	106958 	108001 
A,DOM,NR,I551-I553,PL923	112436 	150478 	152704 	157592 	146409 
A,DOM,NR,I551-I553,PL924	60100 	79727 	123702 	122377 	113820 
A,DOM,NR,I551-I553,PL925	206462 	244428 	336540 	344610 	374510 
A,DOM,NR,I551-I553,PL926	120290 	155386 	241278 	266965 	311637 
A,DOM,NR,I551-I553,PT	16775906 	22369511 	27363326 	27939627 	28416210 
A,DOM,NR,I551-I553,PT1	15775376 	20295818 	24739776 	25348869 	25896879 
A,DOM,NR,I551-I553,PT11	3090085 	3984846 	5372636 	5629098 	5791212 
A,DOM,NR,I551-I553,PT111	406336 	510797 	637785 	676092 	689207 
A,DOM,NR,I551-I553,PT112	425562 	539691 	656915 	678524 	682451 
A,DOM,NR,I551-I553,PT119	226854 	277095 	382510 	396127 	402842 
A,DOM,NR,I551-I553,PT11A	1256688 	1677264 	2464893 	2638763 	2704636 
A,DOM,NR,I551-I553,PT11B	177306 	214805 	268354 	292115 	305306 
A,DOM,NR,I551-I553,PT11C	212032 	286205 	331650 	315348 	344033 
A,DOM,NR,I551-I553,PT11D	249831 	318807 	376072 	382729 	406070 
A,DOM,NR,I551-I553,PT11E	135476 	160182 	254457 	249400 	256667 
A,DOM,NR,I551-I553,PT15	4319907 	5899417 	5889599 	5581324 	5570092 
A,DOM,NR,I551-I553,PT150	4319907 	5899417 	5889599 	5581324 	5570092 
A,DOM,NR,I551-I553,PT16	3392239 	4249802 	5467740 	: 	: 
A,DOM,NR,I551-I553,PT16B	738292 	858491 	1087675 	: 	: 
A,DOM,NR,I551-I553,PT16D	400645 	549279 	668641 	: 	: 
A,DOM,NR,I551-I553,PT16E	726331 	877890 	1136160 	: 	: 
A,DOM,NR,I551-I553,PT16F	315075 	400129 	548585 	: 	: 
A,DOM,NR,I551-I553,PT16G	260417 	335191 	475866 	: 	: 
A,DOM,NR,I551-I553,PT16H	125368 	161821 	184310 	: 	: 
A,DOM,NR,I551-I553,PT16I	328193 	474031 	643010 	: 	: 
A,DOM,NR,I551-I553,PT16J	497918 	592970 	723493 	: 	: 
A,DOM,NR,I551-I553,PT17	2718854 	3543149 	5058414 	: 	: 
A,DOM,NR,I551-I553,PT170	2718854 	3543149 	5058414 	: 	: 
A,DOM,NR,I551-I553,PT18	2254291 	2618604 	2951387 	: 	: 
A,DOM,NR,I551-I553,PT181	1223993 	1319108 	1376946 	: 	: 
A,DOM,NR,I551-I553,PT184	226923 	289229 	320288 	: 	: 
A,DOM,NR,I551-I553,PT185	120851 	151873 	231071 	: 	: 
A,DOM,NR,I551-I553,PT186	287574 	351783 	412401 	: 	: 
A,DOM,NR,I551-I553,PT187	394950 	506611 	610681 	: 	: 
A,DOM,NR,I551-I553,PT19	: 	: 	: 	3973490 	4204154 
A,DOM,NR,I551-I553,PT191	: 	: 	: 	662099 	688494 
A,DOM,NR,I551-I553,PT192	: 	: 	: 	1185761 	1224392 
A,DOM,NR,I551-I553,PT193	: 	: 	: 	574051 	615704 
A,DOM,NR,I551-I553,PT194	: 	: 	: 	499290 	548486 
A,DOM,NR,I551-I553,PT195	: 	: 	: 	265363 	258211 
A,DOM,NR,I551-I553,PT196	: 	: 	: 	786926 	868867 
A,DOM,NR,I551-I553,PT1A	: 	: 	: 	3609833 	3670745 
A,DOM,NR,I551-I553,PT1A0	: 	: 	: 	3609833 	3670745 
A,DOM,NR,I551-I553,PT1B	: 	: 	: 	1574232 	1582670 
A,DOM,NR,I551-I553,PT1B0	: 	: 	: 	1574232 	1582670 
A,DOM,NR,I551-I553,PT1C	: 	: 	: 	2915999 	2944673 
A,DOM,NR,I551-I553,PT1C1	: 	: 	: 	1476226 	1410733 
A,DOM,NR,I551-I553,PT1C2	: 	: 	: 	356855 	401989 
A,DOM,NR,I551-I553,PT1C3	: 	: 	: 	419612 	443370 
A,DOM,NR,I551-I553,PT1C4	: 	: 	: 	663306 	688581 
A,DOM,NR,I551-I553,PT1D	: 	: 	: 	2064893 	2133333 
A,DOM,NR,I551-I553,PT1D1	: 	: 	: 	1181624 	1211005 
A,DOM,NR,I551-I553,PT1D2	: 	: 	: 	637615 	666617 
A,DOM,NR,I551-I553,PT1D3	: 	: 	: 	245654 	255711 
A,DOM,NR,I551-I553,PT2	464936 	953942 	1101837 	1095489 	1110614 
A,DOM,NR,I551-I553,PT20	464936 	953942 	1101837 	1095489 	1110614 
A,DOM,NR,I551-I553,PT200	464936 	953942 	1101837 	1095489 	1110614 
A,DOM,NR,I551-I553,PT3	535594 	1119751 	1521713 	1495269 	1408717 
A,DOM,NR,I551-I553,PT30	535594 	1119751 	1521713 	1495269 	1408717 
A,DOM,NR,I551-I553,PT300	535594 	1119751 	1521713 	1495269 	1408717 
A,DOM,NR,I551-I553,RO	13458330 	20508623 	22976069 	24738466 	25290103 
A,DOM,NR,I551-I553,RO1	4459411 	7035820 	8272186 	8723470 	8595901 
A,DOM,NR,I551-I553,RO11	1549209 	2563274 	3104906 	3235169 	3284442 
A,DOM,NR,I551-I553,RO111	: 	1130060 	1373052 	1363877 	1390880 
A,DOM,NR,I551-I553,RO112	: 	153049 	153728 	183246 	191325 
A,DOM,NR,I551-I553,RO113	: 	718052 	921379 	955161 	905191 
A,DOM,NR,I551-I553,RO114	: 	384362 	426450 	463849 	537014 
A,DOM,NR,I551-I553,RO115	: 	124349 	168503 	201663 	190370 
A,DOM,NR,I551-I553,RO116	: 	53402 	61794 	67373 	69662 
A,DOM,NR,I551-I553,RO12	2910202 	4472546 	5167280 	5488301 	5311459 
A,DOM,NR,I551-I553,RO121	: 	311269 	388084 	406730 	400021 
A,DOM,NR,I551-I553,RO122	: 	2063314 	2346766 	2541137 	2474598 
A,DOM,NR,I551-I553,RO123	: 	450591 	565585 	601909 	567309 
A,DOM,NR,I551-I553,RO124	: 	306360 	376092 	429326 	426407 
A,DOM,NR,I551-I553,RO125	: 	681558 	766706 	786931 	754407 
A,DOM,NR,I551-I553,RO126	: 	659454 	724047 	722268 	688717 
A,DOM,NR,I551-I553,RO2	5229814 	7814892 	7822199 	8500959 	8977310 
A,DOM,NR,I551-I553,RO21	1220492 	2032527 	2461662 	2578920 	2572090 
A,DOM,NR,I551-I553,RO211	: 	281159 	324938 	351224 	354541 
A,DOM,NR,I551-I553,RO212	: 	58445 	70736 	66833 	73231 
A,DOM,NR,I551-I553,RO213	: 	385454 	550214 	566499 	519615 
A,DOM,NR,I551-I553,RO214	: 	404259 	453302 	481799 	508662 
A,DOM,NR,I551-I553,RO215	: 	846872 	994063 	1043721 	1038917 
A,DOM,NR,I551-I553,RO216	: 	56338 	68409 	68844 	77124 
A,DOM,NR,I551-I553,RO22	4009322 	5782365 	5360537 	5922039 	6405220 
A,DOM,NR,I551-I553,RO221	: 	135212 	179032 	188626 	237096 
A,DOM,NR,I551-I553,RO222	: 	130756 	157570 	168595 	187758 
A,DOM,NR,I551-I553,RO223	: 	5074018 	4607570 	5062166 	5418694 
A,DOM,NR,I551-I553,RO224	: 	106363 	134808 	147270 	138505 
A,DOM,NR,I551-I553,RO225	: 	287943 	210793 	275600 	355200 
A,DOM,NR,I551-I553,RO226	: 	48073 	70764 	79782 	67967 
A,DOM,NR,I551-I553,RO3	1663175 	2701458 	3544201 	3769009 	3861963 
A,DOM,NR,I551-I553,RO31	1034270 	1532451 	1822159 	2025067 	2118149 
A,DOM,NR,I551-I553,RO311	: 	247340 	305636 	339856 	467050 
A,DOM,NR,I551-I553,RO312	: 	19645 	26977 	28792 	26501 
A,DOM,NR,I551-I553,RO313	: 	195126 	251045 	277816 	247056 
A,DOM,NR,I551-I553,RO314	: 	19639 	35858 	54210 	67944 
A,DOM,NR,I551-I553,RO315	: 	120665 	157453 	180881 	177821 
A,DOM,NR,I551-I553,RO316	: 	922941 	1035570 	1136974 	1126020 
A,DOM,NR,I551-I553,RO317	: 	7095 	9620 	6538 	5757 
A,DOM,NR,I551-I553,RO32	628905 	1169007 	1722042 	1743942 	1743814 
A,DOM,NR,I551-I553,RO321	: 	1079381 	1560747 	1581993 	1595908 
A,DOM,NR,I551-I553,RO322	: 	89626 	161295 	161949 	147906 
A,DOM,NR,I551-I553,RO4	2105930 	2956453 	3337483 	3745028 	3854929 
A,DOM,NR,I551-I553,RO41	1118318 	1596244 	1813022 	2063347 	2160233 
A,DOM,NR,I551-I553,RO411	: 	108191 	148541 	243285 	235866 
A,DOM,NR,I551-I553,RO412	: 	182661 	176177 	224668 	216805 
A,DOM,NR,I551-I553,RO413	: 	188413 	202775 	212264 	204320 
A,DOM,NR,I551-I553,RO414	: 	49567 	34767 	51704 	74914 
A,DOM,NR,I551-I553,RO415	: 	1067412 	1250762 	1331426 	1428328 
A,DOM,NR,I551-I553,RO42	987612 	1360209 	1524461 	1681681 	1694696 
A,DOM,NR,I551-I553,RO421	: 	221195 	237672 	241484 	253935 
A,DOM,NR,I551-I553,RO422	: 	574731 	636300 	642221 	628617 
A,DOM,NR,I551-I553,RO423	: 	235341 	225403 	255553 	293154 
A,DOM,NR,I551-I553,RO424	: 	328942 	425086 	542423 	518990 
A,DOM,NR,I551-I553,RS	4933011 	5727351 	7306219 	6858331 	6564402 
A,DOM,NR,I551-I553,RS1	916716 	1180290 	1500300 	1447813 	1467708 
A,DOM,NR,I551-I553,RS11	330090 	390294 	499125 	482796 	518215 
A,DOM,NR,I551-I553,RS110	330090 	390294 	499125 	482796 	518215 
A,DOM,NR,I551-I553,RS12	586626 	789996 	1001175 	965017 	949493 
A,DOM,NR,I551-I553,RS121	49548 	74162 	92545 	92671 	95254 
A,DOM,NR,I551-I553,RS122	50325 	53768 	74388 	67336 	63196 
A,DOM,NR,I551-I553,RS123	125289 	191884 	210297 	202700 	189856 
A,DOM,NR,I551-I553,RS124	83147 	89018 	132090 	149684 	169355 
A,DOM,NR,I551-I553,RS125	108322 	133275 	174111 	165372 	164071 
A,DOM,NR,I551-I553,RS126	31288 	44758 	53664 	49591 	45473 
A,DOM,NR,I551-I553,RS127	138707 	203131 	264080 	237663 	222288 
A,DOM,NR,I551-I553,RS2	4016295 	4547061 	5805919 	5410518 	5096694 
A,DOM,NR,I551-I553,RS21	2643217 	2968785 	3892365 	3684702 	3524508 
A,DOM,NR,I551-I553,RS211	771053 	872167 	1348014 	1354027 	1321497 
A,DOM,NR,I551-I553,RS212	229674 	220427 	339972 	309389 	273857 
A,DOM,NR,I551-I553,RS213	115829 	154140 	253498 	243026 	227607 
A,DOM,NR,I551-I553,RS214	173384 	208202 	292659 	242185 	235372 
A,DOM,NR,I551-I553,RS215	17554 	18209 	48126 	45148 	66701 
A,DOM,NR,I551-I553,RS216	148481 	145225 	223604 	190077 	173917 
A,DOM,NR,I551-I553,RS217	1085293 	1202210 	1210376 	1120120 	1047397 
A,DOM,NR,I551-I553,RS218	101949 	148205 	176116 	180730 	178160 
A,DOM,NR,I551-I553,RS22	1373078 	1578276 	1913554 	1725816 	1572186 
A,DOM,NR,I551-I553,RS221	96394 	121594 	173573 	174251 	167816 
A,DOM,NR,I551-I553,RS222	176353 	167792 	173230 	170316 	156464 
A,DOM,NR,I551-I553,RS223	780813 	888837 	913764 	745480 	575711 
A,DOM,NR,I551-I553,RS224	61246 	64040 	121107 	106216 	102266 
A,DOM,NR,I551-I553,RS225	56604 	102598 	152784 	167478 	178637 
A,DOM,NR,I551-I553,RS226	20336 	22457 	41640 	46356 	46562 
A,DOM,NR,I551-I553,RS227	10631 	20211 	21450 	21741 	28147 
A,DOM,NR,I551-I553,RS228	45527 	50408 	108584 	97549 	97792 
A,DOM,NR,I551-I553,RS229	125174 	140339 	207422 	196429 	218791 
A,DOM,NR,I551-I553,SE	35370036 	43532176 	48958144 	48316077 	46952733 
A,DOM,NR,I551-I553,SE1	9718358 	12388321 	15750262 	15786083 	15307376 
A,DOM,NR,I551-I553,SE11	5367628 	7317680 	10013964 	10041556 	9757424 
A,DOM,NR,I551-I553,SE110	5367628 	7317680 	10013964 	10041556 	9757424 
A,DOM,NR,I551-I553,SE12	4350730 	5070641 	5736298 	5744527 	5549952 
A,DOM,NR,I551-I553,SE121	721745 	866463 	1015665 	1041869 	969771 
A,DOM,NR,I551-I553,SE122	760458 	883698 	966751 	1012529 	1006721 
A,DOM,NR,I551-I553,SE123	1327977 	1584914 	1746301 	1755341 	1675732 
A,DOM,NR,I551-I553,SE124	844833 	928438 	1073024 	1050954 	1017071 
A,DOM,NR,I551-I553,SE125	695717 	807128 	934557 	883834 	880657 
A,DOM,NR,I551-I553,SE2	16245313 	20154566 	21884494 	21582833 	20946139 
A,DOM,NR,I551-I553,SE21	4215686 	5443250 	5531313 	5347082 	5272214 
A,DOM,NR,I551-I553,SE211	990429 	1197733 	1407038 	1337531 	1306988 
A,DOM,NR,I551-I553,SE212	437730 	534959 	601530 	593028 	542380 
A,DOM,NR,I551-I553,SE213	2135012 	2775361 	2598045 	2559911 	2611888 
A,DOM,NR,I551-I553,SE214	652515 	935197 	924700 	856612 	810958 
A,DOM,NR,I551-I553,SE22	4506865 	5234247 	5802468 	5751468 	5581341 
A,DOM,NR,I551-I553,SE221	704601 	761254 	800733 	782753 	778643 
A,DOM,NR,I551-I553,SE224	3802264 	4472993 	5001735 	4968715 	4802698 
A,DOM,NR,I551-I553,SE23	7522762 	9477069 	10550713 	10484283 	10092584 
A,DOM,NR,I551-I553,SE231	2261668 	2660978 	2685898 	2551373 	2520483 
A,DOM,NR,I551-I553,SE232	5261094 	6816091 	7864815 	7932910 	7572101 
A,DOM,NR,I551-I553,SE3	9406365 	10989289 	11323388 	10947161 	10699218 
A,DOM,NR,I551-I553,SE31	4568463 	5110656 	5319582 	5034900 	4928307 
A,DOM,NR,I551-I553,SE311	984138 	1094250 	1218745 	1215653 	1211039 
A,DOM,NR,I551-I553,SE312	2629020 	2960687 	2977313 	2744636 	2670907 
A,DOM,NR,I551-I553,SE313	955305 	1055719 	1123524 	1074611 	1046361 
A,DOM,NR,I551-I553,SE32	2397810 	2868728 	2800721 	2639075 	2502380 
A,DOM,NR,I551-I553,SE321	939289 	1109858 	1193390 	1164994 	1132878 
A,DOM,NR,I551-I553,SE322	1458521 	1758870 	1607331 	1474081 	1369502 
A,DOM,NR,I551-I553,SE33	2440092 	3009905 	3203085 	3273186 	3268531 
A,DOM,NR,I551-I553,SE331	1094195 	1354385 	1423692 	1434781 	1388759 
A,DOM,NR,I551-I553,SE332	1345897 	1655520 	1779393 	1838405 	1879772 
A,DOM,NR,I551-I553,SI	5845635 	6451205 	5503765 	4569928 	4498552 
A,DOM,NR,I551-I553,SI0	5845635 	6451205 	5503765 	4569928 	4498552 
A,DOM,NR,I551-I553,SI03	2599339 	2965348 	2721345 	2346271 	2382163 
A,DOM,NR,I551-I553,SI031	621494 	671300 	634498 	560937 	574176 
A,DOM,NR,I551-I553,SI032	219242 	244960 	254329 	221157 	219831 
A,DOM,NR,I551-I553,SI033	96957 	81493 	103571 	87172 	87719 
A,DOM,NR,I551-I553,SI034	941263 	1082429 	968986 	822716 	834248 
A,DOM,NR,I551-I553,SI035	5378 	8916 	13731 	10314 	11064 
A,DOM,NR,I551-I553,SI036	320989 	422255 	353129 	294024 	287162 
A,DOM,NR,I551-I553,SI037	356790 	409601 	356446 	321247 	340651 
A,DOM,NR,I551-I553,SI038	37226 	44394 	36655 	28704 	27312 
A,DOM,NR,I551-I553,SI04	3246296 	3485857 	2782420 	2223657 	2116389 
A,DOM,NR,I551-I553,SI041	155479 	216859 	197711 	150984 	152155 
A,DOM,NR,I551-I553,SI042	998260 	959052 	799492 	620290 	569363 
A,DOM,NR,I551-I553,SI043	429596 	380316 	267158 	194087 	188031 
A,DOM,NR,I551-I553,SI044	1662961 	1929630 	1518059 	1258296 	1206840 
A,DOM,NR,I551-I553,SK	7194393 	6491559 	8697709 	9639648 	9769022 
A,DOM,NR,I551-I553,SK0	7194393 	6491559 	8697709 	9639648 	9769022 
A,DOM,NR,I551-I553,SK01	636389 	578559 	851242 	1074592 	1055980 
A,DOM,NR,I551-I553,SK010	636389 	578559 	851242 	1074592 	1055980 
A,DOM,NR,I551-I553,SK02	1664338 	1650209 	2080362 	2250618 	2266647 
A,DOM,NR,I551-I553,SK021	548175 	619679 	724194 	730253 	752121 
A,DOM,NR,I551-I553,SK022	726922 	699423 	923666 	1023410 	1038813 
A,DOM,NR,I551-I553,SK023	389241 	331107 	432502 	496955 	475713 
A,DOM,NR,I551-I553,SK03	2859265 	2498555 	3316863 	3636335 	3666443 
A,DOM,NR,I551-I553,SK031	1672840 	1457550 	1939857 	2092221 	2039084 
A,DOM,NR,I551-I553,SK032	1186425 	1041005 	1377006 	1544114 	1627359 
A,DOM,NR,I551-I553,SK04	2034401 	1764236 	2449242 	2678103 	2779952 
A,DOM,NR,I551-I553,SK041	1626328 	1415740 	1972744 	2145503 	2206903 
A,DOM,NR,I551-I553,SK042	408073 	348496 	476498 	532600 	573049 
A,DOM,NR,I551-I553,TR	55228050 	82910139 	93969165 	72595189 	76418208 
A,DOM,NR,I551-I553,TR1	5446448 	8193933 	10342949 	7376332 	7832560 
A,DOM,NR,I551-I553,TR10	5446448 	8193933 	10342949 	7376332 	7832560 
A,DOM,NR,I551-I553,TR2	4090176 	5846144 	6358878 	4018629 	4320043 
A,DOM,NR,I551-I553,TR21	1039935 	1578063 	1629347 	1338068 	1618348 
A,DOM,NR,I551-I553,TR22	3050241 	4268081 	4729531 	2680561 	2701695 
A,DOM,NR,I551-I553,TR3	10715677 	17358930 	18814315 	15188537 	16060563 
A,DOM,NR,I551-I553,TR31	2634542 	4150010 	4773909 	3986776 	4095555 
A,DOM,NR,I551-I553,TR32	5675809 	9553038 	10108965 	8162860 	8984911 
A,DOM,NR,I551-I553,TR33	2405326 	3655882 	3931441 	3038901 	2980097 
A,DOM,NR,I551-I553,TR4	5211930 	7109834 	8876472 	7090453 	7633165 
A,DOM,NR,I551-I553,TR41	2332408 	3118487 	4172826 	3128943 	3352335 
A,DOM,NR,I551-I553,TR42	2879522 	3991347 	4703646 	3961510 	4280830 
A,DOM,NR,I551-I553,TR5	3452597 	5040127 	6255327 	6284415 	6161690 
A,DOM,NR,I551-I553,TR51	2339766 	3441866 	4543337 	4889043 	4750583 
A,DOM,NR,I551-I553,TR52	1112831 	1598261 	1711990 	1395372 	1411107 
A,DOM,NR,I551-I553,TR6	13330940 	20408425 	21407358 	17796514 	18716403 
A,DOM,NR,I551-I553,TR61	9108240 	14466825 	14794497 	13124024 	14046058 
A,DOM,NR,I551-I553,TR62	2873092 	4051577 	4495645 	3353997 	3186874 
A,DOM,NR,I551-I553,TR63	1349608 	1890023 	2117216 	1318493 	1483471 
A,DOM,NR,I551-I553,TR7	2635426 	4333909 	4471575 	3184495 	3230292 
A,DOM,NR,I551-I553,TR71	1485452 	2785139 	2801434 	1851457 	1754768 
A,DOM,NR,I551-I553,TR72	1149974 	1548770 	1670141 	1333038 	1475524 
A,DOM,NR,I551-I553,TR8	2499681 	3504980 	4466396 	3298116 	3290609 
A,DOM,NR,I551-I553,TR81	731720 	1050060 	1178075 	858665 	814996 
A,DOM,NR,I551-I553,TR82	611424 	919317 	1009598 	679509 	716603 
A,DOM,NR,I551-I553,TR83	1156537 	1535603 	2278723 	1759942 	1759010 
A,DOM,NR,I551-I553,TR9	1585270 	2522699 	2935825 	1911016 	2080463 
A,DOM,NR,I551-I553,TR90	1585270 	2522699 	2935825 	1911016 	2080463 
A,DOM,NR,I551-I553,TRA	1569420 	1973899 	2310454 	1409898 	1456683 
A,DOM,NR,I551-I553,TRA1	950976 	1213943 	1482972 	844909 	854611 
A,DOM,NR,I551-I553,TRA2	618444 	759956 	827482 	564989 	602072 
A,DOM,NR,I551-I553,TRB	1822331 	2393763 	2438832 	1481933 	1564033 
A,DOM,NR,I551-I553,TRB1	899765 	1124382 	1251990 	793682 	778403 
A,DOM,NR,I551-I553,TRB2	922566 	1269381 	1186842 	688251 	785630 
A,DOM,NR,I551-I553,TRC	2868154 	4223496 	5290784 	3554851 	4071704 
A,DOM,NR,I551-I553,TRC1	1005816 	1527991 	1969940 	1395422 	1482499 
A,DOM,NR,I551-I553,TRC2	1097435 	1563809 	1939632 	1288873 	1505562 
A,DOM,NR,I551-I553,TRC3	764903 	1131696 	1381212 	870556 	1083643 
A,FOR,NR,I551-I553,AL	805416 e	2030887 e	2492152 e	3906595 e	5230937 
A,FOR,NR,I551-I553,AL0	805416 e	2030887 e	2492152 e	3906595 e	5230937 
A,FOR,NR,I551-I553,AL01	269239 e	591648 e	677015 e	1039273 e	1124582 
A,FOR,NR,I551-I553,AL011	: 	: 	: 	: 	6923 
A,FOR,NR,I551-I553,AL012	: 	: 	: 	: 	492327 
A,FOR,NR,I551-I553,AL013	: 	: 	: 	: 	7001 
A,FOR,NR,I551-I553,AL014	: 	: 	: 	: 	325956 
A,FOR,NR,I551-I553,AL015	: 	: 	: 	: 	292375 
A,FOR,NR,I551-I553,AL02	317722 e	890572 e	1180132 e	1713113 e	2519053 
A,FOR,NR,I551-I553,AL021	: 	: 	: 	: 	67336 
A,FOR,NR,I551-I553,AL022	: 	: 	: 	: 	2451716 
A,FOR,NR,I551-I553,AL03	218455 e	548667 e	635005 e	1154209 e	1587302 
A,FOR,NR,I551-I553,AL031	: 	: 	: 	: 	68595 
A,FOR,NR,I551-I553,AL032	: 	: 	: 	: 	28155 
A,FOR,NR,I551-I553,AL033	: 	: 	: 	: 	76962 
A,FOR,NR,I551-I553,AL034	: 	: 	: 	: 	73746 
A,FOR,NR,I551-I553,AL035	: 	: 	: 	: 	1339845 
A,FOR,NR,I551-I553,AT	51142436 	40034274 	79470210 	91023501 	94009113 
A,FOR,NR,I551-I553,AT1	4283482 	4817761 	12188770 	16126813 	17657904 
A,FOR,NR,I551-I553,AT11	278255 	363378 	500571 	598029 	627974 
A,FOR,NR,I551-I553,AT111	9046 	13403 	24841 	25083 	21048 
A,FOR,NR,I551-I553,AT112	226624 	287260 	407302 	497364 	531967 
A,FOR,NR,I551-I553,AT113	42585 	62715 	68428 	75582 	74959 
A,FOR,NR,I551-I553,AT12	897415 	1053167 	1750869 	2142387 	2155779 
A,FOR,NR,I551-I553,AT121	158204 	158644 	263366 	302803 	287379 
A,FOR,NR,I551-I553,AT122	112389 	128125 	199186 	239371 	256078 
A,FOR,NR,I551-I553,AT123	51833 	66391 	127532 	145971 	139984 
A,FOR,NR,I551-I553,AT124	145466 	183915 	250482 	279555 	300042 
A,FOR,NR,I551-I553,AT125	22066 	28730 	37731 	46799 	37620 
A,FOR,NR,I551-I553,AT126	119001 	151928 	262140 	315939 	308821 
A,FOR,NR,I551-I553,AT127	288456 	335434 	610432 	811949 	825855 
A,FOR,NR,I551-I553,AT13	3107812 	3401216 	9937330 	13386397 	14874151 
A,FOR,NR,I551-I553,AT130	3107812 	3401216 	9937330 	13386397 	14874151 
A,FOR,NR,I551-I553,AT2	7275151 	6467365 	10153152 	11233468 	11439066 
A,FOR,NR,I551-I553,AT21	4462293 	4110912 	5941014 	6383637 	6402402 
A,FOR,NR,I551-I553,AT211	1338189 	1491576 	2043317 	2101229 	2130550 
A,FOR,NR,I551-I553,AT212	2830664 	2340694 	3508177 	3881279 	3878049 
A,FOR,NR,I551-I553,AT213	293440 	278642 	389520 	401129 	393803 
A,FOR,NR,I551-I553,AT22	2812858 	2356453 	4212138 	4849831 	5036664 
A,FOR,NR,I551-I553,AT221	323265 	399683 	693632 	832796 	925512 
A,FOR,NR,I551-I553,AT222	1555736 	1081305 	2092318 	2397910 	2423485 
A,FOR,NR,I551-I553,AT223	176514 	153720 	232477 	274330 	263018 
A,FOR,NR,I551-I553,AT224	150198 	187728 	267357 	302871 	283656 
A,FOR,NR,I551-I553,AT225	105591 	130926 	169261 	179997 	189154 
A,FOR,NR,I551-I553,AT226	501554 	403091 	757093 	861927 	951839 
A,FOR,NR,I551-I553,AT3	39583803 	28749148 	57128288 	63663220 	64912143 
A,FOR,NR,I551-I553,AT31	1600619 	1731502 	2774345 	3217550 	3308566 
A,FOR,NR,I551-I553,AT311	141712 	166697 	288638 	309766 	325532 
A,FOR,NR,I551-I553,AT312	318322 	419939 	698785 	835680 	807677 
A,FOR,NR,I551-I553,AT313	125315 	137507 	206027 	242675 	244667 
A,FOR,NR,I551-I553,AT314	197217 	175349 	280759 	312267 	337546 
A,FOR,NR,I551-I553,AT315	818053 	832010 	1300136 	1517162 	1593144 
A,FOR,NR,I551-I553,AT32	11554382 	7757638 	16477011 	19064391 	19208655 
A,FOR,NR,I551-I553,AT321	413567 	266798 	487682 	653456 	669228 
A,FOR,NR,I551-I553,AT322	9615760 	5913893 	12941586 	14596113 	14715160 
A,FOR,NR,I551-I553,AT323	1525055 	1576947 	3047743 	3814822 	3824267 
A,FOR,NR,I551-I553,AT33	22249983 	16250620 	31994711 	34857337 	35660066 
A,FOR,NR,I551-I553,AT331	2046564 	1757257 	2956431 	3097511 	3095325 
A,FOR,NR,I551-I553,AT332	2751363 	2357430 	4492641 	5106928 	5423789 
A,FOR,NR,I551-I553,AT333	880124 	674168 	1141257 	1303260 	1310199 
A,FOR,NR,I551-I553,AT334	7050263 	4206344 	10217099 	11161447 	11549875 
A,FOR,NR,I551-I553,AT335	9521669 	7255421 	13187283 	14188191 	14280878 
A,FOR,NR,I551-I553,AT34	4178819 	3009388 	5882221 	6523942 	6734856 
A,FOR,NR,I551-I553,AT341	3700294 	2531467 	5076001 	5564033 	5709619 
A,FOR,NR,I551-I553,AT342	478525 	477921 	806220 	959909 	1025237 
A,FOR,NR,I551-I553,BE	6546786 	7850962 	19377781 	21594425 	22279289 
A,FOR,NR,I551-I553,BE1	1283865 	1608266 	4680358 	5469529 	5732229 
A,FOR,NR,I551-I553,BE10	1283865 	1608266 	4680358 	5469529 	5732229 
A,FOR,NR,I551-I553,BE100	1283865 	1608266 	4680358 	5469529 	5732229 
A,FOR,NR,I551-I553,BE2	3787560 	4597592 	11111651 	12061227 	12601273 
A,FOR,NR,I551-I553,BE21	821274 	1069455 	2740173 	2786960 	2968077 
A,FOR,NR,I551-I553,BE211	: @C	: @C	: @C	: @C	: @C
A,FOR,NR,I551-I553,BE212	: @C	: @C	: @C	: @C	: @C
A,FOR,NR,I551-I553,BE213	: @C	: @C	: @C	: @C	: @C
A,FOR,NR,I551-I553,BE22	706618 	828215 	2022986 	2301800 	2368502 
A,FOR,NR,I551-I553,BE223	: @C	: @C	: @C	: @C	: @C
A,FOR,NR,I551-I553,BE224	: @C	: @C	: @C	: @C	: @C
A,FOR,NR,I551-I553,BE225	: @C	: @C	: @C	: @C	: @C
A,FOR,NR,I551-I553,BE23	486133 	588871 	1478030 	1656623 	1573184 
A,FOR,NR,I551-I553,BE231	: @C	: @C	: @C	: @C	: @C
A,FOR,NR,I551-I553,BE232	: @C	: @C	: @C	: @C	: @C
A,FOR,NR,I551-I553,BE233	: @C	: @C	: @C	: @C	: @C
A,FOR,NR,I551-I553,BE234	: @C	: @C	: @C	: @C	: @C
A,FOR,NR,I551-I553,BE235	: @C	: @C	: @C	: @C	: @C
A,FOR,NR,I551-I553,BE236	: @C	: @C	: @C	: @C	: @C
A,FOR,NR,I551-I553,BE24	313679 	381731 	1018172 	1160205 	1197420 
A,FOR,NR,I551-I553,BE241	: @C	: @C	: @C	: @C	: @C
A,FOR,NR,I551-I553,BE242	: @C	: @C	: @C	: @C	: @C
A,FOR,NR,I551-I553,BE25	1459856 	1729320 	3852290 	4155639 	4494090 
